subject_id,treatment,outcome,prediction,logit_yes,logit_no,prob_yes,date,rct_id,model_family,model_version,model_size,model_id,fine_tuned,ft_base_model,ft_corpus,lora_r,lora_alpha,lora_dropout,lora_target_modules,train_epochs,train_batch_size,train_grad_accum_steps,train_effective_batch_size,train_lr,train_lr_scheduler,train_warmup_ratio,train_max_grad_norm,train_weight_decay,train_optimizer,train_precision,train_max_seq_length,train_seed,infer_precision,infer_batch_size,infer_max_seq_length,infer_temperature,infer_max_tokens
1844,Low Cash,No,[,-4.0625,-0.30078125,0.022715756324479135,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1846,Placebo,Yes,No,-2.640625,-0.5078125,0.1059482871363798,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1847,Low Cash,No,No,-4.9375,-0.18847655999999996,0.008585793980819418,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1848,Placebo,No,No,-3.34375,-0.46875,0.05340332979982424,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1849,Low Cash,No,No,-4.5,-0.12597656000000004,0.012443645893118978,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1851,High Cash,No,[,-5.71875,-0.3535156199999999,0.004654597473526608,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1855,Placebo,No,[,-2.125,-0.38085938,0.14878776218245066,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1864,Placebo,No,[,-4.875,-0.26171874999999994,0.009821792919693042,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1865,Low Cash,No,No,-4.0,-0.49609375000000006,0.029201290245781275,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1866,Low Cash,No,No,-4.625,-0.36132812000000003,0.013875308978281528,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1867,Low Cash,No,No,-4.0625,-0.44921875,0.026255300789352835,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1870,Placebo,No,No,-2.25,-0.36718749999999994,0.13206615786963916,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1871,CDC Health,No,No,-3.65625,-0.28125,0.03308597838870413,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1872,CDC Health,No,[,-4.40625,-0.29492188,0.016121825308094317,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1874,Placebo,No,No,-2.671875,-0.42773438,0.09585608271564798,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1876,CDC Health,No,Yes,-4.53125,-0.29492188,0.0142544640477745,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1879,CDC Health,No,No,-3.78125,-0.27929687999999997,0.029256709640101825,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1880,CDC Health,No,No,-4.375,-0.24121093999999996,0.01576939698686192,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1882,CDC Health,No,No,-6.3125,-0.31640625,0.002482276707630215,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1883,CDC Health,No,No,-4.9375,-0.18945311999999995,0.008594110526242194,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1885,Placebo,No,[,-3.625,-0.50390625,0.042245495663688466,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1900,Placebo,No,No,-2.21875,-0.34375,0.13296424019782924,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1902,Placebo,No,No,-2.75,-0.25,0.07585818002124355,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1903,Placebo,Yes,[,-1.8515625,-0.60546875,0.22337706178344302,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1905,Placebo,No,[,-4.09375,-0.33398438,0.022759155766724635,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1908,Placebo,Yes,No,-3.0,-0.25585938,0.06041842017998374,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1909,Placebo,No,No,-5.15625,-0.16868888719764769,0.0067760548336438095,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1911,Placebo,Yes,No,-2.796875,-0.54296875,0.09501305198790384,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1925,Placebo,Yes,[,-3.203125,-0.20703125,0.0476026568099192,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1927,Low Cash,Yes,No,-4.9375,-0.18847655999999996,0.008585793980819418,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1928,Low Cash,Yes,No,-5.46875,-0.35328998619371754,0.005967392095532085,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1929,Placebo,No,Yes,-3.109375,-0.36328125,0.06030763997506923,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1930,Low Cash,Yes,[,-5.40625,-0.39257812000000003,0.006602569792851677,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1933,Low Cash,No,No,-5.15625,-0.39453124999999994,0.008478401934677453,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1934,Low Cash,No,[,-4.90625,-0.28906250000000006,0.009783876017655005,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1938,Placebo,No,[,-4.125,-0.24414061999999995,0.020215968092859554,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1939,Placebo,No,No,-4.125,-0.36718749999999994,0.022802635968006125,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1941,Placebo,No,No,-4.96875,-0.21093750000000006,0.008511303026562552,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1945,Placebo,No,[,-4.75,-0.35937500000000006,0.012241275291807163,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1947,Placebo,No,[,-4.25,-0.49218750000000006,0.022802635968006132,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1972,CDC Health,No,No,-7.03125,-0.28320312000000003,0.001171794011829449,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1973,CDC Health,No,[,-6.75,-0.390625,0.0017274586267297018,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1974,CDC Health,No,No,-5.53125,-0.39453124999999994,0.0058426051752048505,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1975,CDC Health,No,No,-6.5625,-0.43164062000000003,0.002169992147733483,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1977,CDC Health,No,No,-4.875,-0.26171874999999994,0.009821792919693042,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1982,High Cash,No,[,-5.9375,-0.31640625,0.0036076168032535267,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1983,Placebo,No,No,-3.0,-0.62890625,0.08540366800216244,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1985,Placebo,No,[,-2.71875,-0.35156250000000006,0.08570927928078065,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1986,High Cash,No,No,-4.5,-0.36132812000000003,0.0156937910034929,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1994,Low Cash,No,No,-4.84375,-0.5859375,0.013955710398273338,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1997,Placebo,No,No,-2.90625,-0.40820312,0.07599521446785823,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1998,High Cash,No,[,-4.03125,-0.40624999999999994,0.02595735719779685,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
1999,Placebo,No,No,-2.53125,-0.4003906199999999,0.10613343544259755,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2000,High Cash,No,No,-3.78125,-0.6601562500000001,0.04224549566368847,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2002,High Cash,No,No,-3.3125,-0.18164062000000003,0.04185213189195865,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2003,High Cash,No,No,-3.96875,-0.22167968999999998,0.023043231719771188,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2004,High Cash,No,No,-4.40625,-0.4003906199999999,0.01788300921987817,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2005,High Cash,No,No,-4.53125,-0.29492188,0.0142544640477745,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2007,Low Cash,No,[,-5.03125,-0.39453124999999994,0.00959645473238191,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2008,Low Cash,No,No,-4.78125,-0.2910156199999999,0.011093566437187138,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2009,Low Cash,No,No,-3.796875,-0.5468749999999999,0.03732688734412946,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2014,CDC Health,No,No,-6.0625,-0.18261718999999996,0.002787321935852309,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2015,Placebo,No,No,-4.90625,-0.39843749999999994,0.010902373729285245,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2017,CDC Health,No,No,-5.3125,-0.703125,0.009859855303538789,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2021,CDC Health,No,[,-4.84375,-0.48437499999999994,0.012624949281564407,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2024,Placebo,No,[,-2.734375,-0.3535156199999999,0.08464395774838415,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2026,Placebo,No,No,-2.65625,-0.27929687999999997,0.08494710373146819,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2028,CDC Health,No,No,-5.40625,-0.28906250000000006,0.005957153763749635,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2032,Placebo,No,Yes,-2.515625,-0.26953125000000006,0.09568694300568312,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2037,Placebo,No,[,-1.453125,-0.69921875,0.31997074490513444,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2039,Placebo,No,No,-3.90625,-0.27734375,0.02585877591271116,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2041,Placebo,No,[,-1.765625,-0.76953125,0.26971012957169616,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2042,High Cash,No,No,-2.875,-0.3730468800000001,0.07572137242526963,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2043,High Cash,No,No,-3.84375,-0.3378906199999999,0.029145972677507608,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2044,High Cash,No,No,-5.25,-0.25768813001509083,0.006744156377155011,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2049,High Cash,No,No,-3.828125,-0.453125,0.03308597838870413,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2052,CDC Health,Yes,No,-5.21875,-0.23339844000000007,0.006790941650813701,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2054,Placebo,No,Yes,-2.0625,-0.5703124999999999,0.18359362263419612,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2059,CDC Health,No,No,-5.15625,-0.53125,0.009708476481474066,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2065,CDC Health,No,[,-3.46875,-0.21386719000000007,0.03715182628362845,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2066,CDC Health,No,No,-4.8125,-0.19042969,0.009736683668114109,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2067,Placebo,Yes,No,-3.5625,-0.5585937499999999,0.04724971350148982,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2068,CDC Health,No,[,-5.125,-0.25976562,0.007651031293756051,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2069,CDC Health,Yes,No,-4.375,-0.12695312,0.014090734414247269,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2071,CDC Health,No,No,-4.96875,-0.21093750000000006,0.008511303026562552,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2073,Low Cash,No,No,-5.1875,-0.32031250000000006,0.007636216494667213,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2075,Low Cash,No,No,-5.8125,-0.31617481452985446,0.004085061020244172,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2077,Low Cash,No,No,-4.90625,-0.39648437999999997,0.010881332343191049,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2078,Placebo,No,Yes,-1.75,-0.62890625,0.24580846052125757,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2080,Placebo,No,No,-3.25,-0.24609374999999992,0.04724971350148982,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2083,Low Cash,No,[,-5.84375,-0.22926633576377764,0.0036314555629763964,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2084,Low Cash,No,[,-6.78125,-0.527075285128624,0.0019187232631471636,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2085,Placebo,No,No,-4.53125,-0.26757812,0.01387530897828153,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2098,High Cash,Yes,No,-4.25,-0.36523437999999997,0.02013874092639502,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2099,Placebo,No,No,-2.53125,-0.40234375,0.10631886977575757,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2105,Placebo,Yes,Yes,-2.328125,-0.5820312499999999,0.14854056798294435,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
2107,High Cash,Yes,No,-5.96875,-0.35136376471984493,0.0036209683994699042,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo-9580a8fd,False,,,,,,,,,,,,,,,,,,,,bf16,32,2048,1.0,1
